                            95%-CI
YE_Abbott  0.3761 [0.3243; 0.4280]
Line = MU16  0.0015 0.0382   4.86
Line = MU17  0.0068 0.0822  16.67
Line = MU18  0.0035 0.0590   9.54
Line = MU19  0.0051 0.0716  15.05
Line = MU2   0.0016 0.0404   5.04
Line = MU20  0.0099 0.0997  21.84
Line = MU3   0.0003 0.0185   2.43
Line = MU4        0      0   0.94
Line = MU5   0.0037 0.0605   9.77
Line = MU6   0.0056 0.0749  13.59
Line = MU7   0.0009 0.0301   1.70
Line = MU8   0.0127 0.1126  29.22
Line = MU9   0.0057 0.0756  12.68
Line = MA12  0.0128 0.1133  12.57
Line = MA13  0.0030 0.0545   8.36
Line = MA16      --     --   0.00
Line = MA18  0.0013 0.0364   4.52
Line = MA19  0.0011 0.0333   4.06
Line = MA20  0.0026 0.0509   6.26
Line = MA21  0.0008 0.0278   3.50
Line = MA23       0      0   1.19
Line = MA26  0.0019 0.0441   5.83
Line = MA27  0.0097 0.0984  12.32
Line = MA28  0.0011 0.0332   4.06
Line = MA3   0.0508 0.2254  39.85
Line = MA30  0.0055 0.0739  11.40
Line = MA31  0.0020 0.0442   5.26
Line = MA32  0.0187 0.1367  32.80
Line = MA33 <0.0001 0.0004   2.15
Line = MA5   0.0010 0.0322   3.96
Line = MA6   0.0023 0.0475   6.64
Line = MA7   0.0031 0.0556   8.54
Line = MA9   0.0021 0.0453   6.13
Line = UM13  0.0046 0.0676  10.50
Line = UM17  0.0049 0.0700  12.29
Line = UM18  0.0134 0.1159  28.19
Line = UM2   0.0019 0.0430   5.52
Line = UM20  0.0160 0.1264  31.14
Line = UM21  0.0063 0.0793  14.99
Line = UM22  0.0029 0.0539   7.95
Line = UM23       0      0   1.67
Line = UM25  0.0369 0.1921  78.29
Line = UM26  0.0158 0.1257  18.08
Line = UM28  0.0108 0.1040  21.19
Line = UM29  0.0087 0.0931  19.58
Line = UM4   0.0121 0.1099  28.15
Line = UM5   0.0012 0.0351   4.27
Line = UM6   0.0036 0.0598   4.87
Line = UM7   0.0086 0.0925  16.27
Line = UM8   0.0117 0.1082  13.64
Line = UM9   0.0141 0.1189  24.73
Line = KA1   0.0181 0.1344  41.22
Line = KA10  0.0007 0.0270   3.27
Line = KA11  0.0010 0.0319   4.18
Line = KA13  0.0002 0.0143   2.69
Line = KA14  0.0409 0.2022  84.86
Line = KA15  0.0396 0.1991  44.64
Line = KA16  0.0197 0.1403  45.08
Line = KA17  0.0101 0.1004  23.76
Line = KA18       0      0   1.15
Line = KA2   0.0215 0.1467  47.53
Line = KA23  0.0420 0.2050  86.92
Line = KA24  0.0085 0.0923  18.87
Line = KA25       0      0   0.64
Line = KA28       0      0   0.10
Line = KA29  0.0544 0.2332 108.94
Line = KA3   0.0155 0.1246  35.05
Line = KA5   0.0298 0.1727  66.05
Line = KA6   0.0375 0.1936  80.83
Line = KA7   0.0099 0.0993  17.24
Line = KA9   0.0203 0.1425  47.67
Line = VA1   0.0185 0.1359  21.21
Line = VA11  0.0186 0.1366  43.36
Line = VA15      --     --   0.00
Line = VA18  0.0130 0.1139  29.69
Line = VA22  0.0250 0.1581  54.48
Line = VA26  0.0315 0.1775  71.99
Line = VA30  0.0044 0.0663  11.29
Line = VA34  0.0105 0.1025  25.96
Line = VA35  0.0135 0.1163  28.37
Line = VA44  0.0140 0.1185  38.36
Line = VA46  0.0323 0.1796  74.53
Line = VA47  0.0216 0.1470  46.58
Line = VA48  0.0130 0.1142  31.63
Line = VA55  0.0086 0.0926  21.39
Line = VA57  0.0071 0.0844  16.67
Line = VA6   0.0565 0.2377  62.86
Line = VA66  0.0173 0.1315  41.71
Line = VA67  0.0089 0.0942  21.07
Line = VA71  0.0132 0.1151  30.50
Line = VA9   0.0215 0.1468  25.16
Line = AK1   0.0021 0.0455   6.22
Line = AK10  0.0048 0.0695  12.97
Line = AK11  0.0011 0.0333   4.15
Line = AK12  0.0030 0.0545   9.32
Line = AK13  0.0195 0.1395  44.16
Line = AK14  0.0015 0.0391   4.95
Line = AK15  0.0041 0.0641  12.58
Line = AK16  0.0019 0.0436   5.81
Line = AK17  0.0059 0.0771  15.44
Line = AK18  0.0055 0.0741  12.34
Line = AK2   0.0037 0.0607   9.85
Line = AK20  0.0044 0.0660  11.46
Line = AK21  0.0185 0.1359  32.70
Line = AK3        0      0   0.37
Line = AK4   0.0162 0.1271  38.60
Line = AK5   0.0010 0.0309   3.81
Line = AK6   0.0164 0.1280  36.54
Line = AK7   0.0007 0.0262   3.19
Line = AK8   0.0085 0.0923  21.19
Line = AK9   0.0134 0.1156  33.12
              I^2
Line = YE11 76.7%
Line = YE13 84.7%
Line = YE14 16.3%
Line = YE15 77.4%
Line = YE19 88.0%
Line = YE20 83.1%
Line = YE21 90.1%
Line = YE22 83.9%
Line = YE23 89.3%
Line = YE24 90.3%
Line = YE26 94.1%
Line = YE27 92.8%
Line = YE33 82.9%
Line = YE40 91.7%
Line = YE41 78.4%
Line = YE48 81.0%
Line = YE49 81.1%
Line = YE51 82.6%
Line = YE69 46.0%
Line = YE80 84.2%
Line = RE1  36.5%
Line = RE10 35.2%
Line = RE11 93.9%
Line = RE12 88.5%
Line = RE13 44.9%
Line = RE15  0.0%
Line = RE16 51.2%
Line = RE17 71.5%
Line = RE18 41.7%
Line = RE2  81.3%
Line = RE3  17.7%
Line = RE4  71.7%
Line = RE5  32.0%
Line = RE6  86.2%
Line = RE7  91.5%
Line = RE8   0.0%
Line = GI1  77.4%
Line = GI10 71.8%
Line = GI11 90.2%
Line = GI12 79.4%
Line = GI13 43.9%
Line = GI14 87.2%
Line = GI15 89.8%
Line = GI2  82.3%
Line = GI3  85.5%
Line = GI4  62.3%
Line = GI5  76.3%
Line = GI6  92.4%
Line = GI7  63.5%
Line = GI8  62.2%
Line = GI9  87.0%
Line = MU1  83.4%
Line = MU10 85.2%
Line = MU11 80.7%
Line = MU12 81.4%
Line = MU13 70.1%
Line = MU14 85.2%
Line = MU15 39.5%
Line = MU16 58.9%
Line = MU17 88.0%
Line = MU18 79.0%
Line = MU19 86.7%
Line = MU2  60.3%
Line = MU20 90.8%
Line = MU3  17.9%
Line = MU4   0.0%
Line = MU5  79.5%
Line = MU6  85.3%
Line = MU7  41.3%
Line = MU8  93.2%
Line = MU9  84.2%
Line = MA12 92.0%
Line = MA13 76.1%
Line = MA16    --
Line = MA18 55.7%
Line = MA19 50.8%
Line = MA20 68.0%
Line = MA21 42.9%
Line = MA23  0.0%
Line = MA26 65.7%
Line = MA27 83.8%
Line = MA28 50.8%
Line = MA3  97.5%
Line = MA30 82.5%
Line = MA31 61.9%
Line = MA32 93.9%
Line = MA33  6.8%
Line = MA5  49.5%
Line = MA6  69.9%
Line = MA7  76.6%
Line = MA9  67.3%
Line = UM13 80.9%
Line = UM17 83.7%
Line = UM18 92.9%
Line = UM2  63.8%
Line = UM20 93.6%
Line = UM21 86.7%
Line = UM22 74.9%
Line = UM23  0.0%
Line = UM25 97.4%
Line = UM26 94.5%
Line = UM28 90.6%
Line = UM29 89.8%
Line = UM4  92.9%
Line = UM5  53.2%
Line = UM6  79.5%
Line = UM7  87.7%
Line = UM8  92.7%
Line = UM9  91.9%
Line = KA1  95.1%
Line = KA10 38.8%
Line = KA11 52.2%
Line = KA13 25.6%
Line = KA14 97.6%
Line = KA15 97.8%
Line = KA16 95.6%
Line = KA17 91.6%
Line = KA18  0.0%
Line = KA2  95.8%
Line = KA23 97.7%
Line = KA24 89.4%
Line = KA25  0.0%
Line = KA28  0.0%
Line = KA29 98.2%
Line = KA3  94.3%
Line = KA5  97.0%
Line = KA6  97.5%
Line = KA7  88.4%
Line = KA9  95.8%
Line = VA1  95.3%
Line = VA11 95.4%
Line = VA15    --
Line = VA18 93.3%
Line = VA22 96.3%
Line = VA26 97.2%
Line = VA30 82.3%
Line = VA34 92.3%
Line = VA35 93.0%
Line = VA44 94.8%
Line = VA46 97.3%
Line = VA47 95.7%
Line = VA48 93.7%
Line = VA55 90.7%
Line = VA57 88.0%
Line = VA6  98.4%
Line = VA66 95.2%
Line = VA67 90.5%
Line = VA71 93.4%
Line = VA9  96.0%
Line = AK1  67.8%
Line = AK10 84.6%
Line = AK11 51.9%
Line = AK12 78.5%
Line = AK13 95.5%
Line = AK14 59.6%
Line = AK15 84.1%
Line = AK16 65.6%
Line = AK17 87.0%
Line = AK18 83.8%
Line = AK2  79.7%
Line = AK20 82.5%
Line = AK21 93.9%
Line = AK3   0.0%
Line = AK4  94.8%
Line = AK5  47.5%
Line = AK6  94.5%
Line = AK7  37.3%
Line = AK8  90.6%
Line = AK9  94.0%

Test for subgroup differences (random effects model):
                      Q d.f.
Between groups   263.51  168
                  p-value
Between groups   < 0.0001

Details on meta-analytical method:
- Inverse variance method
- Restricted maximum-likelihood estimator for tau^2
- Q-profile method for confidence interval of tau^2 and tau
