                            95%-CI
YE_Abbott  0.3837 [0.3351; 0.4323]
Line = MU17 0.0162 0.1273  20.51
Line = MU18 0.0269 0.1640  40.28
Line = MU19 0.0077 0.0877  19.61
Line = MU2  0.0064 0.0797  11.46
Line = MU20 0.0575 0.2397  52.74
Line = MU3  0.0229 0.1514  25.94
Line = MU4       0      0   0.28
Line = MU5  0.0152 0.1231  20.84
Line = MU6  0.0750 0.2738  58.80
Line = MU7       0      0   0.93
Line = MU8  0.0308 0.1754  44.04
Line = MU9  0.1287 0.3588  87.83
Line = MA12 0.0601 0.2451  18.03
Line = MA13 0.0284 0.1685  43.82
Line = MA16     --     --   0.00
Line = MA18 0.0694 0.2635  37.60
Line = MA19 0.0147 0.1211  14.88
Line = MA20 0.0153 0.1236  14.36
Line = MA21 0.0258 0.1607  14.63
Line = MA23 0.0218 0.1478  16.81
Line = MA26 0.0065 0.0807  11.88
Line = MA27 0.0355 0.1885  23.23
Line = MA28 0.0076 0.0872  12.69
Line = MA3  0.1254 0.3542  33.67
Line = MA30 0.0538 0.2319  42.91
Line = MA31 0.0321 0.1792  38.91
Line = MA32 0.1370 0.3702  80.26
Line = MA33 0.0067 0.0817  10.45
Line = MA5  0.0286 0.1692  16.69
Line = MA6  0.0151 0.1227  11.58
Line = MA7  0.0420 0.2049  31.52
Line = MA9  0.0336 0.1834  26.22
Line = UM13 0.0662 0.2574  40.77
Line = UM17 0.0863 0.2938  61.01
Line = UM18 0.0714 0.2673  42.81
Line = UM2  0.0387 0.1968  26.75
Line = UM20 0.0668 0.2584  38.79
Line = UM21 0.0521 0.2282  40.70
Line = UM22 0.0122 0.1105  16.77
Line = UM23 0.0111 0.1053  12.01
Line = UM25 0.1053 0.3245  84.54
Line = UM26 0.0250 0.1580  27.24
Line = UM28 0.1375 0.3708  75.67
Line = UM29 0.0294 0.1714  33.42
Line = UM4  0.0953 0.3087  58.09
Line = UM5  0.0187 0.1367  22.33
Line = UM6  0.0045 0.0673   5.76
Line = UM7  0.1832 0.4280  92.08
Line = UM8  0.0245 0.1565  26.17
Line = UM9  0.0890 0.2983  63.55
Line = KA1  0.0182 0.1349  35.23
Line = KA10 0.0455 0.2133  38.70
Line = KA11 0.0150 0.1223  12.88
Line = KA13 0.0041 0.0640   7.06
Line = KA14 0.0928 0.3046  89.33
Line = KA15 0.0602 0.2453  65.57
Line = KA16 0.0442 0.2102  50.73
Line = KA17 0.0335 0.1830  36.42
Line = KA18 0.0156 0.1249  15.81
Line = KA2  0.1320 0.3633 108.49
Line = KA23 0.1070 0.3271  88.94
Line = KA24 0.0163 0.1278  26.03
Line = KA25 0.0142 0.1193  14.90
Line = KA28 0.0756 0.2750  20.78
Line = KA29 0.2377 0.4875 150.71
Line = KA3  0.0490 0.2214  50.15
Line = KA5  0.0784 0.2800  87.59
Line = KA6  0.0849 0.2914  90.63
Line = KA7  0.0248 0.1574  15.80
Line = KA9  0.0253 0.1590  47.06
Line = VA1  0.0124 0.1111  14.16
Line = VA11 0.0234 0.1529  48.03
Line = VA15     --     --   0.00
Line = VA18 0.1062 0.3258  92.07
Line = VA22 0.2227 0.4719 136.97
Line = VA26 0.0287 0.1694  61.26
Line = VA30 0.0482 0.2197  56.29
Line = VA34 0.1942 0.4406 144.63
Line = VA35 0.0136 0.1167  28.29
Line = VA44 0.1664 0.4079 130.63
Line = VA46 0.0175 0.1322  33.68
Line = VA47 0.0273 0.1652  58.13
Line = VA48 0.0364 0.1907  48.41
Line = VA55 0.0631 0.2512  58.98
Line = VA57 0.0766 0.2768  82.53
Line = VA6  0.0920 0.3032  98.99
Line = VA66 0.0574 0.2395  65.33
Line = VA67 0.0195 0.1395  32.72
Line = VA71 0.0360 0.1896  33.25
Line = VA9  0.0423 0.2057  47.09
Line = AK1  0.0184 0.1355  28.04
Line = AK10 0.0233 0.1525  31.51
Line = AK11 0.0111 0.1052  22.02
Line = AK12 0.0127 0.1127  20.86
Line = AK13 0.0266 0.1630  29.58
Line = AK14 0.0135 0.1163  17.70
Line = AK15 0.0151 0.1230  29.46
Line = AK16 0.0114 0.1066  12.19
Line = AK17 0.0067 0.0817  10.60
Line = AK18 0.0167 0.1291  23.08
Line = AK2  0.0316 0.1779  29.51
Line = AK20 0.0179 0.1337  31.01
Line = AK21 0.0977 0.3126  66.19
Line = AK3  0.0127 0.1125  16.24
Line = AK4  0.0391 0.1978  45.49
Line = AK5  0.0008 0.0275   2.82
Line = AK6  0.0784 0.2799  62.10
Line = AK7  0.0204 0.1429  19.80
Line = AK8  0.0262 0.1619  42.60
Line = AK9  0.0322 0.1794  46.08
              I^2
Line = YE11 90.7%
Line = YE13 93.9%
Line = YE14 93.0%
Line = YE15 90.2%
Line = YE19 95.8%
Line = YE20 96.7%
Line = YE21 94.4%
Line = YE22 96.3%
Line = YE23 93.7%
Line = YE24 96.1%
Line = YE26 95.5%
Line = YE27 93.1%
Line = YE33 92.1%
Line = YE40 97.2%
Line = YE41 47.3%
Line = YE48 94.0%
Line = YE49 95.9%
Line = YE51 78.3%
Line = YE69 84.2%
Line = YE80 97.5%
Line = RE1  79.6%
Line = RE10 76.6%
Line = RE11 97.9%
Line = RE12 95.3%
Line = RE13 96.1%
Line = RE15 82.7%
Line = RE16 91.9%
Line = RE17 85.7%
Line = RE18 96.2%
Line = RE2  96.8%
Line = RE3  83.4%
Line = RE4  86.3%
Line = RE5  93.0%
Line = RE6  95.3%
Line = RE7  94.5%
Line = RE8  96.6%
Line = GI1  79.4%
Line = GI10 92.6%
Line = GI11 90.6%
Line = GI12 88.8%
Line = GI13  0.0%
Line = GI14 89.6%
Line = GI15 97.1%
Line = GI2  92.9%
Line = GI3  92.6%
Line = GI4  80.2%
Line = GI5  95.3%
Line = GI6  96.2%
Line = GI7  80.4%
Line = GI8  93.6%
Line = GI9  92.9%
Line = MU1  97.3%
Line = MU10 94.8%
Line = MU11 92.8%
Line = MU12 95.9%
Line = MU13 83.8%
Line = MU14 97.2%
Line = MU15  0.0%
Line = MU16 95.1%
Line = MU17 90.2%
Line = MU18 95.0%
Line = MU19 89.8%
Line = MU2  82.5%
Line = MU20 96.2%
Line = MU3  92.3%
Line = MU4   0.0%
Line = MU5  90.4%
Line = MU6  96.6%
Line = MU7   0.0%
Line = MU8  95.5%
Line = MU9  97.7%
Line = MA12 94.5%
Line = MA13 95.4%
Line = MA16    --
Line = MA18 94.7%
Line = MA19 86.6%
Line = MA20 86.1%
Line = MA21 86.3%
Line = MA23 88.1%
Line = MA26 83.2%
Line = MA27 91.4%
Line = MA28 84.2%
Line = MA3  97.0%
Line = MA30 95.3%
Line = MA31 94.9%
Line = MA32 97.5%
Line = MA33 80.9%
Line = MA5  88.0%
Line = MA6  82.7%
Line = MA7  93.7%
Line = MA9  92.4%
Line = UM13 95.1%
Line = UM17 96.7%
Line = UM18 95.3%
Line = UM2  92.5%
Line = UM20 94.8%
Line = UM21 95.1%
Line = UM22 88.1%
Line = UM23 83.3%
Line = UM25 97.6%
Line = UM26 96.3%
Line = UM28 97.4%
Line = UM29 94.0%
Line = UM4  96.6%
Line = UM5  91.0%
Line = UM6  82.6%
Line = UM7  97.8%
Line = UM8  96.2%
Line = UM9  96.9%
Line = KA1  94.3%
Line = KA10 94.8%
Line = KA11 84.5%
Line = KA13 71.7%
Line = KA14 97.8%
Line = KA15 98.5%
Line = KA16 96.1%
Line = KA17 94.5%
Line = KA18 87.3%
Line = KA2  98.2%
Line = KA23 97.8%
Line = KA24 92.3%
Line = KA25 86.6%
Line = KA28 95.2%
Line = KA29 98.7%
Line = KA3  96.0%
Line = KA5  97.7%
Line = KA6  97.8%
Line = KA7  87.3%
Line = KA9  95.7%
Line = VA1  92.9%
Line = VA11 95.8%
Line = VA15    --
Line = VA18 97.8%
Line = VA22 98.5%
Line = VA26 96.7%
Line = VA30 96.4%
Line = VA34 98.6%
Line = VA35 92.9%
Line = VA44 98.5%
Line = VA46 94.1%
Line = VA47 96.6%
Line = VA48 95.9%
Line = VA55 96.6%
Line = VA57 97.6%
Line = VA6  99.0%
Line = VA66 96.9%
Line = VA67 93.9%
Line = VA71 94.0%
Line = VA9  97.9%
Line = AK1  92.9%
Line = AK10 93.7%
Line = AK11 90.9%
Line = AK12 90.4%
Line = AK13 93.2%
Line = AK14 88.7%
Line = AK15 93.2%
Line = AK16 83.6%
Line = AK17 81.1%
Line = AK18 91.3%
Line = AK2  93.2%
Line = AK20 93.6%
Line = AK21 97.0%
Line = AK3  87.7%
Line = AK4  95.6%
Line = AK5  29.1%
Line = AK6  96.8%
Line = AK7  89.9%
Line = AK8  95.3%
Line = AK9  95.7%

Test for subgroup differences (random effects model):
                      Q d.f.
Between groups   197.16  168
                 p-value
Between groups    0.0614

Details on meta-analytical method:
- Inverse variance method
- Restricted maximum-likelihood estimator for tau^2
- Q-profile method for confidence interval of tau^2 and tau
